title,id,stage,creation,activity,components,assignee,status,message_count
Remove required metadata warnings for sdist,7726,None,2010-01-17.17:13:15,2014-10-04.13:09:25,['3'],4555,1,3.0
missing termios constants,7695,4,2010-01-13.20:02:29,2014-12-31.16:20:36,['9'],None,1,5.0
Bluetooth support untested,7687,3,2010-01-13.07:28:22,2019-11-15.14:59:10,"['9', '12']",None,1,2.0
upload: improve display for error messages from gpg,7677,3,2010-01-11.15:22:33,2014-03-19.17:29:19,['3'],7641,1,6.0
"select.select() corner cases: duplicate fds, out-of-range fds",7674,None,2010-01-11.06:52:29,2018-09-27.19:45:42,['5'],None,1,2.0
"test_popen fails if path contains special char like "";""",7671,4,2010-01-10.19:07:15,2019-03-16.00:07:43,['12'],None,1,8.0
unicode_escape codec does not escape quotes,7615,4,2010-01-01.03:28:23,2014-02-03.19:19:32,['14'],None,1,25.0
"shlex not posix compliant when parsing ""foo#bar""",7611,4,2009-12-31.08:42:42,2011-11-27.18:27:51,['9'],None,1,7.0
shlex refactoring,7594,4,2009-12-29.08:07:40,2011-06-14.16:03:49,['9'],None,1,3.0
Custom order for the subcommands of build,7562,None,2009-12-22.14:35:12,2014-11-05.22:10:12,['3'],4555,1,4.0
msvc9compiler.py: add .asm extension,7546,4,2009-12-19.16:44:04,2015-07-28.12:08:02,['3'],None,1,17.0
AttributeError: MSVCCompiler instance has no attribute '_MSVCCompiler__root',7509,None,2009-12-15.06:24:00,2012-02-19.09:04:41,['3'],4555,1,5.0
circular reference in HTTPResponse by urllib2,7464,2,2009-12-09.17:27:12,2013-12-30.11:29:52,['9'],1741,1,14.0
extended slicing not sufficiently covered in docs,7460,None,2009-12-08.17:20:56,2011-03-09.03:15:03,['4'],12260,1,3.0
Allow to use a part of subprocess module during building Python,7438,4,2009-12-05.04:34:42,2017-02-19.13:23:07,['9'],None,1,2.0
Define 'object with assignable attributes',7436,None,2009-12-04.21:22:59,2019-04-26.20:41:42,['4'],12260,1,3.0
general pprint rewrite,7434,None,2009-12-04.16:32:41,2016-12-15.07:42:40,['9'],None,1,18.0
distutils install race condition,7412,None,2009-11-30.09:01:05,2016-09-24.22:21:59,['3'],17248,1,5.0
int arithmetic relies on C signed overflow behaviour,7406,3,2009-11-29.11:56:22,2015-06-25.03:12:05,['8'],None,1,9.0
compiling python 3.1.1 using cygwin 1.7.0 and gcc 4.3.4,7405,None,2009-11-28.05:41:11,2014-07-13.12:01:32,"['1', '15']",None,1,2.0
"Re-title the ""Using Backslash to Continue Statements"" anti-idiom",7391,None,2009-11-24.14:19:22,2012-06-24.11:21:09,['4'],None,1,12.0
pythonx.y-config --ldflags out of /usr and missing -L<install_lib_dir>,7352,None,2009-11-18.20:58:57,2015-10-18.07:34:15,"['1', '7']",None,1,12.0
tempfile.mkdtemp() does not return absolute pathname when relative dir is specified,7325,4,2009-11-14.19:27:34,2014-02-03.15:33:39,['9'],None,1,18.0
Socket timeout can cause file-like readline() method to lose data,7322,None,2009-11-14.17:16:31,2015-10-27.11:52:45,['9'],None,1,27.0
email.message.Message.set_payload and as_string given charset 'us-ascii' plus 8bit data produces invalid message,7304,2,2009-11-10.22:32:46,2012-06-06.08:33:05,['29'],None,1,2.0
urllib2 cannot handle https with proxy requiring auth,7291,3,2009-11-09.04:38:16,2020-08-02.19:06:17,['9'],1741,1,24.0
CoverageResult fails to merge input file with non-empty callers in trace.py,7275,4,2009-11-06.18:12:00,2016-04-21.15:56:10,['9'],None,1,3.0
codecs.open() + eol (windows),7262,3,2009-11-04.14:13:29,2014-03-09.06:23:26,['4'],4,1,5.0
test_fcntl_64_bit from test_fcntl.py fails in Python 2.6.4,7247,4,2009-11-01.19:20:04,2019-09-03.08:53:14,"['9', '12']",None,1,9.0
frame.f_lineno doesn't get updated after local trace function assigned to it,7238,3,2009-10-29.17:16:57,2013-02-25.17:45:17,['8'],None,1,3.0
Unhelpful error message when a distutils package install fails due to a permissions error,7219,4,2009-10-27.12:37:49,2014-03-12.10:35:23,['3'],7641,1,12.0
Prevents uint_t from being used on QNX,7209,None,2009-10-26.16:59:34,2013-03-28.13:14:23,['1'],None,1,2.0
"""python setup.py cmd --verbose"" does not set verbosity",7202,4,2009-10-25.14:37:07,2019-07-16.02:35:40,['3'],4555,1,6.0
"For non-debug builds, the cygwinccompiler.py should define NDEBUG",7182,None,2009-10-21.17:48:59,2019-04-26.18:34:47,"['3', '15']",4555,1,8.0
Define a standard location and API for configuration files,7175,None,2009-10-20.11:21:15,2015-09-04.14:30:53,['9'],None,1,50.0
2to3 does not convert __builtins__.file,7162,4,2009-10-17.21:29:37,2014-07-03.05:58:01,['20'],4455,1,6.0
shlex behaves unexpected if newlines are not whitespace,7089,2,2009-10-09.08:11:52,2011-08-01.00:58:26,['9'],None,1,5.0
tkinter doc: more 3.x updates,7057,3,2009-10-04.22:59:27,2019-03-15.23:13:01,"['4', '13']",10303,1,10.0
"Recommend ""*"" over ""#"" in getargs.c typecodes",7018,None,2009-09-29.10:59:14,2019-03-15.22:08:27,"['4', '8']",12260,1,3.0
locale.getdefaultlocale() envvars default code and documentation mismatch,6981,None,2009-09-23.19:35:02,2019-05-08.20:45:57,['9'],None,1,7.0
email.generator.Generator memory consumption,6942,None,2009-09-18.23:53:51,2012-05-24.03:18:38,['29'],None,1,3.0
dreadful performance in difflib: ndiff and HtmlDiff,6931,None,2009-09-17.14:54:57,2017-05-06.22:48:36,['9'],None,1,14.0
Base.replace breaks tree,6899,4,2009-09-13.08:50:39,2011-11-29.13:17:09,['20'],None,1,3.0
decimal.py: more format issues,6871,None,2009-09-09.16:07:20,2014-02-03.17:12:55,[],2799,1,15.0
"Wrong linker command if CXX set to ""ccache g++""",6863,None,2009-09-08.13:05:37,2011-03-16.23:50:15,['3'],4555,1,4.0
Inconsistent naming of custom command in setup.py help output,6860,3,2009-09-08.01:08:32,2015-10-27.22:15:22,['3'],4555,1,8.0
IDLE: allow syntax highlighting of files without .py extension,6858,4,2009-09-07.23:07:51,2017-09-28.06:58:13,['6'],155,1,13.0
zipfile can't extract file,6839,4,2009-09-04.19:56:49,2019-06-18.21:36:54,"['9', '15']",None,1,61.0
Redefinition of HAVE_STRFTIME can cause compiler errors.,6820,None,2009-09-02.09:39:44,2019-03-15.22:48:48,['15'],None,1,6.0
remove/delete method for zipfile/tarfile objects,6818,4,2009-09-02.04:42:10,2020-04-04.10:40:28,['9'],None,1,36.0
IDLE: Detect Python files even if name doesn't end in .py,6804,4,2009-08-29.21:44:38,2020-06-08.01:02:36,['6'],155,1,9.0
Distutils-based installer does not detect 64bit versions of Python,6792,3,2009-08-28.08:52:18,2016-04-22.13:57:16,['3'],4555,1,22.0
Class calling,6761,4,2009-08-22.17:13:57,2018-06-28.15:09:09,['4'],12260,1,5.0
curses line wrap broken when mixing full- and half-width unicode characters,6733,2,2009-08-19.00:43:20,2015-04-14.13:10:25,['9'],None,1,4.0
Add option of non-zero exit status of setup.py when building of extensions has failed,6731,None,2009-08-18.22:25:20,2019-09-03.08:53:24,['1'],None,1,21.0
Locks in the standard library should be sanitized on fork,6721,4,2009-08-17.23:06:17,2020-10-11.20:42:06,['9'],None,1,133.0
Some problem with recursion handling,6717,None,2009-08-17.14:15:59,2018-11-02.11:09:53,"['9', '13']",None,1,21.0
cross platform failure and silly test in doctest,6703,4,2009-08-14.16:18:16,2011-09-09.20:13:38,['9'],4165,1,11.0
Make custom xmlrpc extension easier,6701,None,2009-08-14.09:03:47,2019-03-15.22:39:51,['9'],None,1,4.0
IDLE: Warn user about overwriting a file that has a newer version on filesystem,6699,4,2009-08-13.23:58:48,2019-12-12.10:21:06,['6'],155,1,5.0
xml.sax.xmlreader.XMLReader.getProperty (xml.sax.handler.property_xml_string) returns bytes,6686,4,2009-08-11.19:19:52,2019-05-30.20:00:45,['16'],None,1,7.0
Default traceback does not handle PEP302 loaded modules,6682,3,2009-08-11.14:26:29,2019-03-15.23:20:47,['8'],None,1,2.0
Add Mingw recognition to pyport.h to allow building extensions,6672,4,2009-08-09.12:24:49,2013-10-24.10:00:15,"['1', '15']",None,1,6.0
webbrowser doesn't respect xfce default browser,6671,4,2009-08-09.10:35:24,2018-03-25.19:05:48,['9'],None,1,14.0
TarFile.getmembers fails at struct.unpack: unpack requires a string argument of length 4,6669,2,2009-08-07.21:11:15,2012-12-03.16:02:44,['9'],None,1,5.0
returning after forking a child thread doesn't call Py_Finalize,6642,4,2009-08-04.18:21:49,2013-07-06.08:36:18,"['8', '9']",10332,1,4.0
sys.exit() called from threads other than the main one: undocumented behaviour,6634,3,2009-08-03.19:21:49,2015-02-11.13:09:40,"['4', '9']",12260,1,18.0
show Python mimetypes module some love,6626,4,2009-08-02.19:19:22,2014-01-25.03:41:52,['9'],None,1,13.0
distutils config file should have the same name on both platforms and all scopes,6555,None,2009-07-23.20:07:14,2015-04-03.00:25:31,"['3', '25']",4555,1,5.0
"get{pw,gr}{nam,[ug]id}() calls are not re-entrant",6529,2,2009-07-20.22:54:44,2014-02-03.19:21:54,['9'],None,1,2.0
Support for digital Cinema/film DPX and Kodak Cineon image file formats in imghdr module,6497,None,2009-07-16.21:28:48,2013-02-15.15:07:58,['9'],None,1,3.0
Modules are not deallocated correctly if m_size = -1,6483,None,2009-07-14.12:03:53,2014-02-03.19:22:30,['8'],8,1,5.0
MSVCRT's spawnve/spawnvpe are not thread safe,6476,None,2009-07-13.17:11:07,2011-07-18.23:31:30,['8'],None,1,6.0
errno and strerror attributes incorrectly set on socket errors wrapped by urllib,6471,3,2009-07-12.20:54:33,2013-07-29.17:16:59,['9'],None,1,8.0
Titlecase as defined in Unicode Case Mappings not followed,6412,4,2009-07-03.23:14:47,2017-11-08.20:08:20,['9'],None,1,14.0
multiprocessing Pool should allow custom task queue,6407,3,2009-07-03.13:23:17,2011-11-24.12:58:12,['9'],5849,1,11.0
Infinite Recursion during Unpickling a codecs Object,6395,4,2009-07-01.15:46:26,2015-12-06.12:10:19,['9'],15623,1,10.0
distutils compiler switch ignored,6377,2,2009-06-29.18:22:19,2015-04-03.00:23:17,['3'],4555,1,26.0
Error message displayed on stderr when no C compiler is present with ctypes,6338,3,2009-06-24.21:08:28,2016-05-10.13:05:16,['22'],66,1,4.0
Add support for mingw,6335,None,2009-06-24.13:10:41,2014-02-03.15:50:18,['1'],None,1,8.0
Add unicode script info to the unicode database,6331,4,2009-06-23.20:50:57,2019-08-28.05:09:27,['14'],None,1,17.0
Pdb breakpoints don't work on lines without bytecode,6322,3,2009-06-22.14:09:13,2012-11-24.11:01:15,['9'],None,1,5.0
Confusing error message when passing bytes to print with file pointing to a binary file,6304,2,2009-06-18.02:51:44,2011-11-16.11:47:17,['23'],None,1,3.0
pyexpat build failure on Solaris 10 for 2.6.1/2.6.2,6299,None,2009-06-17.20:07:52,2014-02-04.13:14:23,['1'],None,1,7.0
C/API PyErr_AsUnicode(),6284,4,2009-06-14.17:03:37,2013-07-06.00:36:07,['8'],None,1,8.0
"calendar.timegm() belongs in time module, next to time.gmtime()",6280,3,2009-06-13.16:48:01,2018-07-05.15:12:20,['9'],1427,1,22.0
ctypes pointer arithmetic,6259,3,2009-06-10.19:37:58,2015-10-11.08:44:32,['22'],66,1,5.0
optparse.OptionParser.get_usage uses wrong formatter,6253,None,2009-06-10.14:28:16,2019-03-16.00:15:09,['9'],None,1,5.0
"Build errors when using LDFLAGS=""-Wl,--no-undefined""",6237,None,2009-06-08.02:26:49,2014-02-03.18:29:12,['1'],None,1,5.0
Fixing several minor bugs in Tkinter.Canvas and one in Misc._configure,6225,4,2009-06-06.21:56:34,2014-02-03.15:48:41,['13'],15623,1,4.0
"Tkinter.PanedWindow: docstring fixes, change in paneconfigure and removed some returns",6159,4,2009-05-31.23:28:00,2017-07-10.06:01:21,['13'],15623,1,6.0
distutils.extension.read_setup_file misinterprets -C switch,6145,None,2009-05-29.22:07:00,2014-03-20.01:02:16,['3'],4555,1,2.0
IDLE - clear and restart the shell window,6143,4,2009-05-29.21:09:50,2020-07-31.00:54:24,['6'],155,1,30.0
There ought to be a way for extension types to associate documentation with their tp_new or tp_init methods,6130,3,2009-05-27.21:02:38,2014-06-27.11:55:56,['8'],None,1,2.0
Consequences of using Py_TPFLAGS_HAVE_GC are incompletely explained,6128,3,2009-05-27.20:48:54,2014-02-03.15:37:37,['4'],12260,1,4.0
frame.f_locals keeps references to things for too long,6116,None,2009-05-26.15:27:04,2011-05-07.00:03:23,['8'],None,1,10.0
distutils build_ext path comparison only based on strings,6114,2,2009-05-26.10:55:57,2019-07-29.11:30:04,['3'],7641,1,7.0
Static library (libpythonX.Y.a) installed in incorrect location,6103,4,2009-05-25.05:26:12,2014-02-03.19:15:22,['7'],None,1,3.0
IDLE: Changed Shortcuts don't show up in menu,6092,3,2009-05-23.06:38:53,2017-06-30.00:56:15,['6'],155,1,4.0
distutils.sysconfig.get_python_lib gives surprising result when used with a Python build,6087,4,2009-05-22.12:39:08,2016-09-20.02:59:41,['3'],7641,1,25.0
Reference counting bug in PyArg_ParseTuple and PyArg_ParseTupleAndKeywords,6083,3,2009-05-22.08:18:54,2020-02-20.07:51:55,['8'],None,1,25.0
bdist_msi does not deal with pre-release version,6040,None,2009-05-16.11:08:24,2014-03-14.01:41:31,['3'],None,1,15.0
FAIL: test_longdouble (ctypes.test.test_callbacks.Callbacks) [SPARC/64-bit],6029,None,2009-05-15.08:49:07,2019-04-26.20:32:29,['22'],None,1,10.0
abstract class instantiable when subclassing built-in types,5996,4,2009-05-11.14:06:01,2020-05-01.18:27:37,['9'],None,1,16.0
python produces zombie in webbrowser.open,5993,None,2009-05-11.03:57:56,2014-02-03.18:33:27,['9'],None,1,6.0
distutils build_ext.get_outputs returns wrong result,5977,4,2009-05-09.13:29:48,2014-03-15.01:06:19,['3'],7641,1,15.0
Add MSI suport for uninstalling individual versions,5936,3,2009-05-05.02:29:59,2014-03-13.20:51:12,['3'],None,1,9.0
bdist_msi: add support for minimum Python version for pure Python projects,5926,3,2009-05-04.19:29:42,2014-03-13.21:06:15,['3'],None,1,2.0
repr of time.struct_time type does not eval,5907,3,2009-05-02.16:30:42,2016-10-03.16:20:14,"['5', '12']",None,1,9.0
Risk of confusion in multiprocessing module - daemonic processes,5906,None,2009-05-02.16:27:59,2017-04-02.03:02:43,['9'],5849,1,13.0
missing meta-info in documentation pdf,5901,3,2009-05-02.06:42:56,2016-04-02.05:45:19,['4'],12260,1,5.0
mmap enhancement - resize with sequence notation,5888,2,2009-04-30.18:34:09,2019-03-15.23:39:40,['9'],None,1,3.0
pydoc to return error status code,5884,3,2009-04-30.01:06:31,2013-03-28.10:26:46,['9'],None,1,3.0
"Remove unneeded ""context"" pointer from getters and setters",5880,None,2009-04-29.16:15:23,2011-03-26.12:20:20,['8'],None,1,7.0
Add a function for updating URL query parameters,5877,2,2009-04-29.13:32:13,2019-03-15.23:18:46,['9'],1741,1,2.0
Deprecate obsolete functions in unittest,5846,4,2009-04-25.23:44:59,2020-05-25.21:56:49,['9'],9716,1,5.0
"""Thread State and the Global Interpreter Lock"" section of the docs doesn't cover TLS APIs",5840,3,2009-04-25.12:58:37,2018-02-25.21:24:18,['4'],12260,1,7.0
io.BufferedReader.peek(): Documentation differs from Implementation,5811,None,2009-04-22.06:15:51,2020-09-21.18:05:58,"['4', '9']",12260,1,25.0
Add an 'offset' argument to zlib.decompress,5804,None,2009-04-21.09:51:41,2015-01-14.22:27:13,['5'],None,1,16.0
Crash on shutdown after os.fdopen(2) in debug builds,5773,None,2009-04-16.12:39:08,2019-04-26.19:08:57,['15'],2217,1,9.0
fileinput.hook_compressed returning bytes from gz file,5758,3,2009-04-14.23:48:01,2019-07-29.11:54:09,['9'],7641,1,16.0
"xml.dom.minidom does not escape CR, LF and TAB characters within attribute values",5752,4,2009-04-14.11:13:06,2019-06-22.20:28:40,['16'],None,1,33.0
Language reference is ambiguous regarding next() method lookup,5739,None,2009-04-12.00:58:26,2019-03-15.22:55:14,['4'],12260,1,5.0
process SysV-Semaphore support,5725,None,2009-04-09.05:20:51,2010-12-29.17:45:30,['9'],None,1,13.0
ctime: I don't think that word means what you think it means.,5720,None,2009-04-07.21:57:48,2013-08-23.23:55:49,['9'],None,1,11.0
listen socket close in SocketServer.ForkingMixIn.process_request(),5715,3,2009-04-07.00:30:48,2016-02-19.22:15:11,['9'],None,1,22.0
http.server._url_collapse_path should live elsewhere,5714,3,2009-04-07.00:24:03,2019-09-10.21:01:24,['9'],None,1,8.0
ctypes should return composite types from callbacks,5710,2,2009-04-06.17:28:44,2017-11-23.02:04:38,['22'],None,1,8.0
2to3 wont convert Cookie.Cookie properly,5664,4,2009-04-02.03:22:46,2019-08-14.07:33:17,['20'],4455,1,5.0
Pass MS CRT debug flags into subprocesses,5619,None,2009-03-31.04:13:01,2014-06-30.21:50:19,['12'],None,1,17.0
IDLE: execute stored startup code on each Shell start.,5594,4,2009-03-29.07:20:09,2018-02-06.21:12:01,['6'],155,1,6.0
distutils should respect the LIBS configure env var,5572,4,2009-03-26.19:16:51,2014-03-13.20:10:34,['3'],7641,1,14.0
LWPCookieJar cannot handle cookies with expirations of 2038 or greater on 32-bit platforms,5537,None,2009-03-22.17:50:24,2020-05-18.13:39:53,['9'],None,1,19.0
equality not symmetric for subclasses of datetime.date and datetime.datetime,5516,3,2009-03-19.00:51:23,2018-07-05.15:58:15,['9'],1427,1,19.0
distutils produces invalid RPM packages of prerelease python packages,5474,None,2009-03-11.04:15:16,2011-03-21.00:44:48,['3'],4555,1,11.0
imaplib: must not replace LF or CR by CRLF in literals,5430,4,2009-03-06.07:51:15,2019-09-13.11:38:50,"['9', '29']",None,1,8.0
There is no way of determining which ABCs a class is registered against,5405,3,2009-03-02.10:37:00,2011-05-24.05:12:32,['8'],None,1,6.0
Cross-compiling Python,5404,None,2009-03-02.09:03:47,2016-08-03.23:06:44,['28'],None,1,16.0
Green-box doc glitch: winhelp version only,5388,None,2009-02-27.19:45:52,2013-10-11.18:59:58,['4'],12260,1,10.0
"curses patch add color_set and wcolor_set , and addchstr family of functions",5368,4,2009-02-25.17:30:28,2017-11-01.18:55:37,['5'],15623,1,10.0
object.__new__ argument calling autodetection faulty,5322,None,2009-02-19.20:34:23,2018-08-10.02:07:42,['8'],15623,1,27.0
signal handler never gets called,5315,4,2009-02-19.13:47:06,2018-03-29.20:05:00,"['4', '8', '9']",12260,1,9.0
imaplib should support international mailbox names,5305,None,2009-02-18.05:36:08,2018-04-21.09:01:04,['9'],None,1,20.0
distutils should preserve +x bit on data files,5300,2,2009-02-17.21:54:53,2014-03-13.20:26:15,['3'],None,1,5.0
PythonLauncher considered harmfull,5262,None,2009-02-14.19:08:24,2013-08-01.09:37:05,['10'],925,1,11.0
rlcompleter adds builtins when custom dict is used,5256,4,2009-02-14.00:04:18,2019-07-29.12:02:35,['9'],None,1,9.0
Adding T_SIZET to structmember.h,5248,None,2009-02-13.15:42:10,2019-04-26.19:06:27,['8'],None,1,6.0
Missing dependency in distutils build,5243,4,2009-02-13.09:57:07,2019-05-06.18:22:57,['3'],7641,1,13.0
IDLE: exec IDLESTARTUP/PYTHONSTARTUP on restart,5233,3,2009-02-12.22:34:41,2020-01-07.21:02:32,['6'],None,1,9.0
"OS X ""Update Shell Profile"" may not update $PATH if run more than once",5225,3,2009-02-12.12:05:45,2019-06-06.21:06:00,['10'],5248,1,12.0
Indicating packages to be loaded when a Tcl interpreter is created in tkinter,5159,4,2009-02-05.20:08:23,2014-10-14.00:51:40,['13'],None,1,2.0
syntactic sugar: type coercion on pointer assignment,5149,3,2009-02-04.01:20:02,2011-09-07.01:01:28,['22'],None,1,5.0
C API for appending to arrays,5141,None,2009-02-03.09:55:33,2020-08-07.20:24:40,"['9', '34']",None,1,6.0
Change _tkinter initialization for new versions of Aqua Tk on OS X,5120,4,2009-01-31.21:25:49,2013-07-22.11:07:51,['13'],925,1,16.0
CGIHTTPRequestHandler.run_cgi() HTTP_ACCEPT improperly parsed,5054,4,2009-01-25.15:30:02,2015-05-31.11:10:59,['9'],None,1,4.0
http.client.HTTPMessage.getallmatchingheaders() always returns [],5053,4,2009-01-25.15:24:32,2017-03-19.05:40:00,['9'],None,1,12.0
test_update2 in test_os.py invalid due to os.environ.clear() followed by reliance on environ COMSPEC,5051,None,2009-01-25.11:39:17,2014-07-05.20:58:35,['12'],None,1,10.0
get_msvcr() returns None rather than [],5043,None,2009-01-24.17:50:48,2011-06-01.20:48:41,"['3', '25']",7641,1,6.0
urrlib2/httplib doesn't reset file position between requests,5038,4,2009-01-23.17:07:02,2019-02-17.15:03:22,['9'],1741,1,11.0
socket.getfqdn() doesn't cope properly with purely DNS-based setups,5004,3,2009-01-19.22:29:02,2020-06-29.14:51:00,['9'],None,1,18.0
multiprocessing.Queue does not order objects,4999,None,2009-01-19.12:57:24,2014-05-14.11:45:03,['5'],5849,1,13.0
xml.sax.expatreader.ExpatParser incorrectly silently skips external character entities in attribute values,4955,None,2009-01-15.22:34:30,2012-12-13.15:20:53,['9'],None,1,4.0
tempfile.NamedTemporaryFile: automatic cleanup by OS,4928,2,2009-01-13.09:22:45,2020-07-21.08:47:35,"['4', '9']",12260,1,13.0
gc.collect() won't always collect as expected,4924,2,2009-01-12.13:03:33,2011-06-26.19:01:19,[],None,1,2.0
wave.py: add writesamples() and readsamples(),4913,4,2009-01-11.02:16:42,2014-05-13.11:14:33,['9'],None,1,27.0
post installer script's message is not shown to user with bdist_wininst,4878,None,2009-01-08.09:44:53,2014-02-03.19:23:08,['3'],4555,1,2.0
instantiating and populating xml.dom.minidom.Element is cumbersome,4849,4,2009-01-05.19:08:25,2014-03-11.18:15:41,['9'],None,1,9.0
Explicit directories for zipfiles,4833,3,2009-01-04.17:09:27,2012-12-03.17:47:17,['9'],None,1,3.0
Patches for thread-support in built-in SHA modules,4821,4,2009-01-03.17:08:23,2016-06-12.11:22:32,['5'],None,1,6.0
Patch for thread-support in md5module.c,4818,4,2009-01-03.11:23:59,2012-10-06.23:44:01,['5'],None,1,5.0
Make python code compilable with a C++ compiler,4805,4,2009-01-02.04:56:46,2012-12-03.08:08:08,[],None,1,12.0
detect_tkinter for cygwin,4802,4,2009-01-01.20:08:29,2014-02-03.19:23:22,[],None,1,2.0
"Add a ""decode to declared encoding"" version of urlopen to urllib",4733,4,2008-12-23.21:44:13,2019-07-29.11:37:45,['9'],1741,1,12.0
setting f_exc_traceback aborts in debug builds,4724,3,2008-12-22.17:20:18,2019-12-01.12:16:25,['8'],None,1,7.0
_winreg.QueryValue fault while reading mangled registry values,4722,4,2008-12-22.15:06:31,2019-04-26.20:11:56,"['9', '15']",None,1,7.0
Document pickle behavior for subclasses of dicts/lists,4712,3,2008-12-21.17:24:03,2015-11-26.22:11:25,['4'],12260,1,4.0
Mingw-w64 and python on windows x64,4709,None,2008-12-21.08:53:33,2016-04-15.17:07:06,['1'],8,1,55.0
urllib2.HTTPDigestAuthHandler fails on third hostname?,4683,3,2008-12-17.14:14:18,2014-02-03.19:06:47,['5'],1741,1,12.0
Distutils SWIG support blocks use of SWIG -outdir option,4672,None,2008-12-15.22:22:31,2011-07-08.14:37:20,['3'],4555,1,5.0
Doctest gets line numbers wrongs with <> in name,4657,None,2008-12-14.08:21:25,2014-02-03.19:16:57,[],None,1,5.0
"during Python installation, setup.py should not use .pydistutils.cfg",4655,None,2008-12-14.01:31:04,2013-02-20.08:55:51,"['1', '7']",None,1,4.0
cgitb.html fails if getattr call raises exception,4643,2,2008-12-12.14:48:32,2012-12-06.21:22:31,['9'],None,1,5.0
bdist_wininst installer with install script raises exception,4636,2,2008-12-11.21:16:07,2013-09-15.19:27:34,['3'],7641,1,7.0
Allow use of > 256 FD's on solaris in 32 bit mode,4609,None,2008-12-09.12:51:05,2019-04-26.20:43:16,['8'],None,1,4.0
__class__ assignment: new-style? heap? == confusing,4600,None,2008-12-08.21:25:21,2012-04-17.17:12:08,['8'],None,1,4.0
zsh-style subpattern matching for fnmatch/glob,4573,None,2008-12-07.08:17:56,2010-09-27.20:40:12,['9'],None,1,6.0
distutils compiler not handling spaces in path to output/src files,4508,2,2008-12-03.21:58:56,2018-08-13.02:28:40,['3'],7641,1,20.0
Allowing get_pre_input_hook from Readline,4502,2,2008-12-03.01:49:36,2019-02-23.18:15:43,['5'],25575,1,3.0
"httplib code thinks it closes connection, but does not",4492,2,2008-12-02.18:15:19,2014-02-03.15:39:58,['9'],1741,1,3.0
bdist_msi and bdist_wininst are missing an uninstaller icon,4480,3,2008-12-01.09:05:42,2014-03-13.20:50:13,['3'],None,1,8.0
bdist_rpm should enable --fix-python by default,4459,6,2008-11-29.14:42:30,2019-03-11.13:37:08,['3'],7641,1,6.0
document immutable type subclassing via __new__,4442,3,2008-11-26.17:08:01,2012-06-13.20:22:52,"['4', '9']",12260,1,10.0
tkinter: add _get_master() and use it consistently,4343,3,2008-11-18.12:39:18,2015-08-06.21:53:09,['13'],None,1,7.0
Reworked Dialog.py,4333,4,2008-11-17.00:23:24,2014-02-03.18:42:27,['13'],None,1,3.0
function with modified __name__ uses original name when there's an arg error,4322,3,2008-11-14.06:44:18,2015-09-02.21:10:13,['9'],None,1,6.0
build mode which fails for build failures in extensions,4304,None,2008-11-12.09:34:40,2014-02-03.18:28:02,['1'],None,1,4.0
Add error_log attribute to optparse.OptionParser,4297,None,2008-11-11.14:22:58,2014-02-03.19:17:58,['9'],None,1,5.0
asynchat's handle_error inconsistency,4277,2,2008-11-07.12:14:52,2019-05-02.04:14:40,['9'],3080,1,4.0
argparse: provide a simple way to get a programmatically useful list of options,4256,2,2008-11-03.16:30:54,2019-07-29.11:29:41,['9'],None,1,31.0
execution model - clear and complete example in documentation,4246,3,2008-11-01.14:59:30,2011-11-16.11:45:26,['4'],12260,1,4.0
[subinterpreters] Multiple interpreters and readline module hook functions.,4202,None,2008-10-25.02:52:43,2020-05-15.01:28:36,['35'],None,1,5.0
os.path.normcase gets fooled on windows with mapped linux network drive,4198,3,2008-10-24.22:03:53,2019-06-18.21:14:49,['15'],None,1,6.0
tabulary entries in PDF documentation,4145,3,2008-10-19.08:46:44,2016-02-11.17:25:52,['18'],None,1,11.0
smtplib doesn't clear helo/ehlo flags on quit,4142,4,2008-10-17.20:02:42,2014-03-16.09:35:13,['9'],None,1,10.0
Intel icc 9.1 does not support __int128_t used by ctypes,4130,3,2008-10-15.20:42:15,2015-05-07.12:28:57,['22'],None,1,26.0
unittest: display time used by each test case,4080,4,2008-10-08.20:28:15,2020-02-16.12:49:33,"['9', '12']",None,1,17.0
new urllib2.Request 'timeout' attribute needs to have a default,4079,4,2008-10-08.18:29:58,2013-07-29.01:40:54,['9'],None,1,11.0
doctest.py should include method descriptors when looking inside a class __dict__,4037,4,2008-10-04.00:13:25,2014-02-03.15:42:56,['9'],None,1,9.0
"distutils doesn't search "".dll.a"" as library on cygwin",4032,4,2008-10-03.17:38:53,2017-10-27.16:50:33,"['1', '3']",4555,1,8.0
configure options don't trickle down to distutils,4010,4,2008-10-01.16:43:52,2013-02-01.21:59:16,"['1', '3']",4555,1,24.0
urllib.request.urlopen does not handle non-ASCII characters,3991,4,2008-09-28.18:47:16,2019-02-20.20:02:12,['5'],None,1,14.0
curses' sigwinch handler isn't visible from python,3949,3,2008-09-23.21:18:28,2017-11-02.11:42:38,['5'],None,1,4.0
codecs.charmap_build is untested and undocumented,3931,None,2008-09-22.12:06:14,2019-03-15.22:35:04,"['4', '9']",12260,1,7.0
subprocess failing in GUI applications on Windows,3905,2,2008-09-18.23:07:01,2019-03-16.09:40:26,['15'],None,1,26.0
FUD in documentation for urllib.urlopen(),3849,3,2008-09-12.19:05:42,2014-03-11.18:04:54,['4'],12260,1,3.0
